substance,interactant,niveau,description,conduite
SPIRONOLACTONE,INHIBITEURS DE L'ENZYME DE CONVERSION,PE,"Avec la spironolactone à la posologie de 12,5 à 50 mg par jour, et avec des doses faibles d'IEC. Dans le traitement de l'insuffisance cardiaque de classe III ou IV (NYHA) avec fraction d'éjection <35 % et préalablement traitée par l'association inhibiteur de conversion + diurétique de l'anse : risque d'hyperkaliémie, potentiellement létale, en cas de non-respect des conditions de prescription de cette association.","Vérifier au préalable l'absence d'hyperkaliémie et d'insuffisance rénale. Surveillance biologique étroite de la kaliémie et de la créatininémie (1 fois par semaine pendant le premier mois, puis une fois par mois ensuite)."
SPIRONOLACTONE,MITOTANE,CI,"Possible réduction voire abolition de l'effet pharmacodynamique du mitotane par la spironolactone, associé à une baisse des concentrations du mitotane.",
STAVUDINE,ISONIAZIDE,PE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,PENTAMIDINE,PE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,RIBAVIRINE,PE,"Risque de diminution de l'efficacité de chaque antiviral, par antagonisme compétitif de la réaction de phosphorylation à l'origine des métabolites actifs.","Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,THALIDOMIDE,PE,Risque majoré de survenue de neuropathies périphériques par addition d'effets indésirables.,"Surveillance clinique et biologique régulière, notamment en début d'association."
STAVUDINE,ZIDOVUDINE,AD,Risque de diminution de l'efficacité de chaque antiviral par antagoniste compétitif de la réaction de phosphorylation à l'origine des métabolites actifs.,
STIRIPENTOL,ATORVASTATINE,CI,Risque majoré d'effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'hypocholestérolémiant).,
STIRIPENTOL,CAFEINE,PE,"Augmentation possible des concentrations plasmatiques de la caféine, avec risque de surdosage, par inhibition de son métabolisme hépatique.",Surveillance clinique et adaptation éventuelle de la posologie de caféine.
STIRIPENTOL,CLOBAZAM,PE,"Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur métabolisme hépatique.","Surveillance clinique, dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé."
STIRIPENTOL,DIAZEPAM,PE,"Augmentation des concentrations plasmatiques du diazépam, avec risque de surdosage, par inhibition de son métabolisme hépatique.","Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associé au stiripentol et éventuelle adaptation posologique de l'anticonvulsivant associé."
STIRIPENTOL,DIHYDROERGOTAMINE,CI,Ergotisme avec possibilité de nécrose des extrémités (inhibition de l'élimination hépatique de l'alcaloïde de l'ergot de seigle).,
STIRIPENTOL,ERGOTAMINE,CI,Ergotisme avec possibilité de nécrose des extrémités (inhibition de l'élimination hépatique de l'alcaloïde de l'ergot de seigle).,
STIRIPENTOL,HALOFANTRINE,AD,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",
STIRIPENTOL,IMMUNOSUPPRESSEURS,CI,Augmentation des concentrations sanguines de l'immunosuppresseur (diminution de son métabolisme hépatique).,
STIRIPENTOL,INDUCTEURS ENZYMATIQUES PUISSANTS,PE,"Augmentation des concentrations plasmatiques de l'inducteur, avec risque de surdosage, par inhibition de son métabolisme hépatique par le stiripentol.","Surveillance clinique et dosage plasmatique, lorsque cela est possible, de l'inducteur associé au stiripentol et adaptation éventuelle de sa posologie."
STIRIPENTOL,MIDAZOLAM,PE,Augmentation des concentrations plasmatiques du midazolam par diminution de son métabolisme hépatique avec majoration de la sédation.,Surveillance clinique et réduction de la posologie pendant le traitement par le stiripentol.
STIRIPENTOL,PIMOZIDE,CI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",
STIRIPENTOL,QUINIDINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique.
STIRIPENTOL,SIMVASTATINE,CI,Risque majoré d'effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'hypocholestérolémiant).,
STIRIPENTOL,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",PE,"Augmentation possible de la théophyllinémie, avec risque de surdosage, par inhibition de son métabolisme hépatique.","Surveillance clinique, dosage plasmatique et adaptation éventuelle de la posologie de théophylline."
STRONTIUM,CALCIUM,PE,Avec les sels de calcium administrés par voie orale : diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des sels de calcium (plus de deux heures, si possible)."
STRONTIUM,CYCLINES,PE,Diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des cyclines (plus de deux heures, si possible)."
STRONTIUM,FER,PE,Diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des sels de fer (plus de deux heures, si possible)."
STRONTIUM,FLUOROQUINOLONES,PE,Diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des fluoroquinolones (plus de deux heures, si possible)."
STRONTIUM,ZINC,PE,Diminution de l'absorption digestive du strontium.,"Prendre le strontium à distance des sels de zinc (plus de deux heures, si possible)."
ADSORBANTS,"TOPIQUES GASTRO-INTESTINAUX, ANTIACIDES ET ADSORBANTS",PE,Diminution de l'absorption de ces substances.,"ASDEC - PE Association déconseillée: - avec les inhibiteurs d'intégrase (raltégravir, bictégravir, dolutégravir, cabotégravir) : - avec les autres substances. Par mesure de précaution, il convient de prendre ces topiques ou antiacides à distance de tout autre médicament (plus de 2 heures, si possible)."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ANAGRELIDE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,AZITHROMYCINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,BRADYCARDISANTS,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CIPROFLOXACINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CLARITHROMYCINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,CRIZOTINIB,AD,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Contre-indication : - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si l'association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,GLASDÉGIB,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,HYPOKALIÉMIANTS,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.","Corriger toute hypokaliémie avant d'administrer le produit et réaliser une surveillance clinique, électrolytique et électrocardiographique."
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,LEVOFLOXACINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,MÉDICAMENTS À L'ORIGINE D'UN HYPOGONADISME MASCULIN,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,NORFLOXACINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ONDANSETRON,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,ROXITHROMYCINE,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,SULFAMÉTHOXAZOLE + TRIMÉTHOPRIME,AD,"Risque de troubles ventriculaires, notamment de torsades de pointes.","Contre-indication : - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si l'association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
SUBSTRATS À RISQUE DU CYP3A4,CRIZOTINIB,AD,Risque de majoration de la toxicité de ces molécules par diminution de leur métabolisme et/ou augmentation de leur biodisponibilité par le crizotinib.,
SUBSTRATS À RISQUE DU CYP3A4,IDÉLALISIB,AD,Augmentation des concentrations plasmatiques du substrat par diminution de son métabolisme hépatique par l'idelalisib.,
SUBSTRATS À RISQUE DU CYP3A4,INHIBITEURS PUISSANTS DU CYP3A4,APEC,"Majoration des effets indésirables propres à chaque substrat, avec conséquences souvent sévères.",
SUCRALFATE,DIGOXINE,PE,Diminution de l'absorption digestive de la digoxine.,"Prendre le sucralfate à distance de la digoxine (plus de 2 heures, si possible)."
SUCRALFATE,FLUOROQUINOLONES,PE,Diminution de l'absorption digestive des fluoroquinolones.,"Prendre le sucralfate à distance des fluoroquinolones (plus de 2 heures, si possible)."
SUCRALFATE,HORMONES THYROÏDIENNES,PE,Diminution de l'absorption digestive des hormones thyroïdiennes.,"Prendre les hormones thyroïdiennes à distance du sucralfate (plus de 2 heures, si possible)."
SUCRALFATE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",PE,Diminution de l'absorption digestive de la phénytoïne.,"Prendre le sucralfate à distance de la phénytoïne (plus de 2 heures, si possible)."
SUCRALFATE,SULPIRIDE,PE,Diminution de l'absorption digestive du sulpiride.,"Prendre le sucralfate à distance du sulpiride (plus de 2 heures, si possible)."
SUFENTANIL,INHIBITEURS PUISSANTS DU CYP3A4,PE,Augmentation de l'effet dépresseur respiratoire de l'analgésique opiacé par diminution de son métabolisme hépatique.,Surveillance clinique et adaptation de la posologie de l'analgésique opiacé en cas de traitement par un inhibiteur puissant du CYP3A4.
SULFAFURAZOL,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",AD,Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme).,"Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt."
SULFAMETHIZOL,METHENAMINE,AD,Précipitation cristalline dans les voies urinaires (favorisée par l'acidification des urines).,
SULFAMETHIZOL,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",AD,Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme).,"Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt."
SULFAMETHOXAZOLE,ANTIVITAMINES K,AD,Augmentation importante de l'effet de l'antivitamine K et du risque hémorragique.,"Si l'association ne peut être évitée, contrôle plus fréquent de l'INR et adaptation de la posologie de l'antivitamine K pendant le traitement par cotrimoxazole et après son arrêt."
SULFAMETHOXAZOLE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",AD,Augmentation des concentrations plasmatiques de phénytoïne jusqu'à des valeurs toxiques (inhibition de son métabolisme).,"Utiliser de préférence une autre classe d'anti-infectieux, sinon surveillance clinique étroite, dosage des concentrations de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le sulfamide anti-infectieux et après son arrêt."
SULFAMÉTHOXAZOLE + TRIMÉTHOPRIME,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,AD,"Risque de troubles ventriculaires, notamment de torsades de pointes.","Contre-indication : - avec le citalopram, la dompéridone, l'escitalopram, l'hydroxyzine et la pipéraquine. Association déconseillée: - avec les autres médicaments susceptibles de donner des torsades de pointes. Si l'association ne peut être évitée, contrôle clinique et électrocardiographique régulier."
